literal	pos	family	voice	note
起牀	v			cow-single
起草	v			cow-single
起飛	v			cow-single
起點	n			cow-single
超	v			cow-single
超市	n			cow-single
越過	v			cow-single
趕上	v			cow-single
趕快	v			cow-single
趕走	v			cow-single
足球	n			cow-single
跌倒	v			cow-single
跌落	v			cow-single
跑	v			cow-single
跛	n			cow-single
距離	n			cow-single
跟着	v			cow-single
跟蹤	v			cow-single
跟隨	v			cow-single
跪	v			cow-single
跪下	v			cow-single
路	n			cow-single
路線	n			cow-single
跳	v			cow-single
跳動	v			cow-single
踏	v			cow-single
踢	v			cow-single
踩	v			cow-single
踹	v			cow-single
蹦蹦跳跳	v			cow-single
身份	n			cow-single
身體	n			cow-single
躲	v			cow-single
躲藏	v			cow-single
躲躲閃閃	v			cow-single
躲避	v			cow-single
躺	v			cow-single
車	n			cow-single
車身	n			cow-single
車輛	n			cow-single
車輪	n			cow-single
車門	n			cow-single
車間	n			cow-single
軍事基地	n			cow-single
軍事行動	n			cow-single
軍人	n			cow-single
軍備競賽	n			cow-single
軟體動物	n			cow-single
軸承	n			cow-single
載體	n			cow-single
輕描淡寫	v			cow-single
輟學	v			cow-single
輪	n			cow-single
輪流	v			cow-single
輪胎	n			cow-single
輪迴	v			cow-single
輿論調查	n			cow-single
轉	v			cow-single
轉發	v			cow-single
轉移支付	n			cow-single
轟炸	v			cow-single
辛苦	n			cow-single
辣椒	n			cow-single
辦公室	n			cow-single
辦法	n			cow-single
辭職	v			cow-single
農事	n			cow-single
農場	n			cow-single
農夫	n			cow-single
農村	n			cow-single
農民	n			cow-single
農產品	n			cow-single
農莊	n			cow-single
迎風招展	v			cow-single
近乎	v			cow-single
返老還童	n			cow-single
迫	v			cow-single
迴避	v			cow-single
迷宮	n			cow-single
迷糊	v			cow-single
追	v			cow-single
追上	v			cow-single
追問	v			cow-single
追溯	v			cow-single
追隨	v			cow-single
退回	v			cow-single
退場	v			cow-single
退學	v			cow-single
退步	v			cow-single
退縮	v			cow-single
退讓	v			cow-single
逃	v			cow-single
逃生	v			cow-single
逃走	v			cow-single
逃避	v			cow-single
逃避現實	n			cow-single
逆流而上	v			cow-single
逆行	v			cow-single
逆轉錄酶	n			cow-single
透露	v			cow-single
逐	v			cow-single
通訊	n			cow-single
通訊衞星	n			cow-single
通訊錄	n			cow-single
通貨緊縮	n			cow-single
通貨膨脹	n			cow-single
通道	n			cow-single
逝去	v			cow-single
速度	n			cow-single
造山運動	n			cow-single
造成	v			cow-single
連	v			cow-single
連續	v			cow-single
連載	n			cow-single
週一	n			cow-single
週三	n			cow-single
週二	n			cow-single
週五	n			cow-single
週六	n			cow-single
週四	n			cow-single
週年紀念	n			cow-single
週日	n			cow-single
進展	n			cow-single
進行	v			cow-single
逼	v			cow-single
遇見	v			cow-single
遊客	n			cow-single
遊戲規則	n			cow-single
遊樂場	n			cow-single
遊移不定	n			cow-single
運	v			cow-single
運作	n			cow-single
運動	n			cow-single
運動員	n			cow-single
運氣	n			cow-single
運行狀況	n			cow-single
過多	n			cow-single
過夜	v			cow-single
過山車	n			cow-single
過往	n			cow-single
過從甚密	v			cow-single
過時	v			cow-single
過氧化氫	n			cow-single
過氧化物	n			cow-single
過火	v			cow-single
過程	n			cow-single
遏制	v			cow-single
道謝	v			cow-single
道路	n			cow-single
達到	v			cow-single
達成	v			cow-single
達成協議	v			cow-single
違抗	v			cow-single
違約	v			cow-single
違背	v			cow-single
遞	v			cow-single
適合	v			cow-single
遮掩	v			cow-single
遲緩	v			cow-single
選	v			cow-single
遺址	n			cow-single
遺憾	n			cow-single
遺棄	v			cow-single
避免	v			cow-single
還原	n			cow-single
邊	n			cow-single
邊界	n			cow-single
邊緣	n			cow-single
邋遢	a			cow-single
那時	n			cow-single
邪惡	n			cow-single
郊區	n			cow-single
部位	n			cow-single
部分	n			cow-single
部門	n			cow-single
郵差	n			cow-single
郵票	n			cow-single
都市	n			cow-single
鄉下	n			cow-single
鄉村	n			cow-single
鄰居	n			cow-single
酒	n			cow-single
酒吧	n			cow-single
酒店	n			cow-single
酒精	n			cow-single
酒精中毒	n			cow-single
酚醛塑料	n			cow-single
酣睡	n			cow-single
酸	n			cow-single
酸奶	n			cow-single
醇酸樹脂	n			cow-single
醉	n			cow-single
醒	v			cow-single
醒來	v			cow-single
醒覺	a			cow-single
醫生	n			cow-single
醫院	n			cow-single
醬	n			cow-single
重新統一	n			cow-single
重現	v			cow-single
重要	v			cow-single
重要性	n			cow-single
重量	n			cow-single
重點	n			cow-single
野獸	n			cow-single
野生動物	n			cow-single
野生植物	n			cow-single
野蠻	n			cow-single
釐米	n			cow-single
金	n			cow-single
金子	n			cow-single
金屬	n			cow-single
金幣	n			cow-single
金融	n			cow-single
金錢	n			cow-single
鈕	n			cow-single
鉗口	n			cow-single
銀	n			cow-single
銀色	n			cow-single
銀行	n			cow-single
銅	n			cow-single
銅器時代	n			cow-single
鋪張浪費	n			cow-single
鋸	n			cow-single
鋼琴	n			cow-single
錄像	n			cow-single
錄音機	n			cow-single
錘子	n			cow-single
錢	n			cow-single
錢包	n			cow-single
錫	n			cow-single
錯覺	n			cow-single
錯誤	n			cow-single
錯過	v			cow-single
鍋爐	n			cow-single
鍵盤	n			cow-single
鍾	n			cow-single
鍾情	n			cow-single
鎖上	v			cow-single
鎖鏈	n			cow-single
鏈	n			cow-single
鏈式反應	n			cow-single
鏈接	v			cow-single
鏟	v			cow-single
鏡頭	n			cow-single
鐘樓	n			cow-single
鐘頭	n			cow-single
鐵	n			cow-single
鐵器時代	n			cow-single
鐵路	n			cow-single
鑰匙	n			cow-single
鑽	n			cow-single
鑽石	n			cow-single
長久	r			cow-single
長城	n			cow-single
長大	v			cow-single
長大成人	v			cow-single
長度	n			cow-single
長方形	n			cow-single
長期	n			cow-single
長老	n			cow-single
長處	n			cow-single
長頸鹿	n			cow-single
門	n			cow-single
門口	n			cow-single
門檻	n			cow-single
門牌	n			cow-single
門鈴	n			cow-single
閂	n			cow-single
閃光燈	n			cow-single
閃避	v			cow-single
閃閃發光	v			cow-single
閉合電路	n			cow-single
閉塞	n			cow-single
閉路電視	n			cow-single
開口	n			cow-single
開啓	v			cow-single
開會	v			cow-single
開玩笑	v			cow-single
開發	v			cow-single
開發區	n			cow-single
開端	n			cow-single
開花	n			cow-single
開車	v			cow-single
開銷	n			cow-single
開關	n			cow-single
間	n			cow-single
閘口	n			cow-single
閣下	n			cow-single
關上	v			cow-single
關掉	v			cow-single
關注	v			cow-single
關節	n			cow-single
關鍵	n			cow-single
關鍵時刻	n			cow-single
關頭	n			cow-single
闡述	n			cow-single
防守	v			cow-single
防止	v			cow-single
防毒面具	n			cow-single
防火牆	n			cow-single
防禦工事	n			cow-single
防護	v			cow-single
阻撓	v			cow-single
阻隔	v			cow-single
阿司匹林	n			cow-single
阿姨	n			cow-single
阿富汗	n			cow-single
阿布哈茲	n			cow-single
阿拉伯語	n			cow-single
阿米巴病	n			cow-single
降價	n			cow-single
降臨	v			cow-single
院士	n			cow-single
院子	n			cow-single
陣亡	v			cow-single
陪	v			cow-single
陰天	n			cow-single
陰影	n			cow-single
陰暗	n			cow-single
陰間	n			cow-single
陳述	v			cow-single
陷入	v			cow-single
陸軍	n			cow-single
陽光	n			cow-single
陽台	n			cow-single
隊	n			cow-single
隊員	n			cow-single
階段	n			cow-single
隔	v			cow-single
隔離	n			cow-single
障礙	n			cow-single
隧道	n			cow-single
隨	v			cow-single
隨即	r			cow-single
隨後	a			cow-single
隨筆	n			cow-single
隱形眼鏡	n			cow-single
隱患	n			cow-single
隱瞞	v			cow-single
隱藏	v			cow-single
雀	n			cow-single
集	n			cow-single
集中	v			cow-single
集團	n			cow-single
集成電路	n			cow-single
集裝箱	n			cow-single
雌雄同體	n			cow-single
雜技	n			cow-single
雜技演員	n			cow-single
雜誌	n			cow-single
雜食動物	n			cow-single
雞	n			cow-single
雞尾酒會	n			cow-single
雞蛋	n			cow-single
離別	n			cow-single
離去	v			cow-single
離子交換	n			cow-single
離職	v			cow-single
難	a			cow-single
難以	a			cow-single
難題	n			cow-single
雨	n			cow-single
雨水	n			cow-single
雪	n			cow-single
雪糕	n			cow-single
雲	n			cow-single
零售	v			cow-single
零錢	n			cow-single
零食	n			cow-single
雷電	n			cow-single
電	n			cow-single
電動車	n			cow-single
電子	n			cow-single
電子器件	n			cow-single
電影	n			cow-single
電影院	n			cow-single
電梯	n			cow-single
電池	n			cow-single
電流強度	n			cow-single
電腦	n			cow-single
電視	n			cow-single
電視機	n			cow-single
電話號碼	n			cow-single
電路	n			cow-single
電車	n			cow-single
震動	n			cow-single
震顫麻痹	n			cow-single
震驚	v			cow-single
霧	n			cow-single
霧氣	n			cow-single
露	n			cow-single
露出	v			cow-single
露面	v			cow-single
靈丹妙藥	n			cow-single
靈機一動	n			cow-single
靈魂	n			cow-single
青春	n			cow-single
青睞	v			cow-single
青色	n			cow-single
青蛙	n			cow-single
青銅時代	n			cow-single
靜止	n			cow-single
靜脈曲張	n			cow-single
靠	v			cow-single
靠岸	v			cow-single
靠近	v			cow-single
面	n			cow-single
面具	n			cow-single
面向	v			cow-single
面對	v			cow-single
面積	n			cow-single
面臨	v			cow-single
革新	n			cow-single
鞋	n			cow-single
鞋帶	n			cow-single
鞠躬	v			cow-single
鞭	n			cow-single
音樂	n			cow-single
音樂會	n			cow-single
響	v			cow-single
響亮	v			cow-single
頁	n			cow-single
頂	n			cow-single
項鍊	n			cow-single
順從	v			cow-single
順應	n			cow-single
預告	v			cow-single
預感	v			cow-single
預示	v			cow-single
頒發	v			cow-single
頭暈	n			cow-single
頭痛	n			cow-single
頭盔	n			cow-single
頭腦	n			cow-single
頭銜	n			cow-single
頭頂	n			cow-single
頭髮	n			cow-single
頰	n			cow-single
頸	n			cow-single
頹廢	n			cow-single
顆粒	n			cow-single
題目	n			cow-single
額	n			cow-single
額頭	n			cow-single
顏色	n			cow-single
願意	v			cow-single
類型	n			cow-single
類比	n			cow-single
顧忌	v			cow-single
顯得	v			cow-single
風	n			cow-single
風度	n			cow-single
風扇	n			cow-single
風景	n			cow-single
風格	n			cow-single
風氣	n			cow-single
風流韻事	n			cow-single
飛	v			cow-single
飛機	n			cow-single
飛機場	n			cow-single
飛行	v			cow-single
飛行員	n			cow-single
飛過	v			cow-single
食	v			cow-single
食指	n			cow-single
食物	n			cow-single
食物中毒	n			cow-single
食言	v			cow-single
飯	n			cow-single
飯盒	n			cow-single
飲	v			cow-single
飲食	n			cow-single
飼養	v			cow-single
飽	a			cow-single
飽和	n			cow-single
飽和狀態	n			cow-single
飽食	n			cow-single
餅乾	n			cow-single
餐	n			cow-single
餐廳	n			cow-single
餓	a			cow-single
餘地	n			cow-single
餘額	n			cow-single
首領	n			cow-single
香味	n			cow-single
香水	n			cow-single
香腸	n			cow-single
香蕉	n			cow-single
馬	n			cow-single
馬上	r			cow-single
馬虎	n			cow-single
馬路	n			cow-single
馬車	n			cow-single
馬鈴薯	n			cow-single
駁回	v			cow-single
駕駛	v			cow-single
駕駛員	n			cow-single
駝背	n			cow-single
騎	v			cow-single
騙子	n			cow-single
騰出	v			cow-single
驅使	v			cow-single
驅散	v			cow-single
驚嚇	v			cow-single
驚奇	n			cow-single
驚恐	v			cow-single
骨	n			cow-single
骨折	n			cow-single
骨頭	n			cow-single
骯髒	n			cow-single
體	n			cow-single
體制	n			cow-single
體會	v			cow-single
體育	n			cow-single
體育場	n			cow-single
體育運動	n			cow-single
體育鍛煉	n			cow-single
體育館	n			cow-single
體諒	n			cow-single
體貼	n			cow-single
體驗	v			cow-single
高價	n			cow-single
高尚	n			cow-single
高峯	n			cow-single
高度	n			cow-single
高手	n			cow-single
高潮	n			cow-single
高爾夫球	n			cow-single
高興	n			cow-single
高速公路	n			cow-single
高錳酸鉀	n			cow-single
髮型	n			cow-single
鬆弛	v			cow-single
鬆懈	v			cow-single
鬆手	v			cow-single
鬆開	n			cow-single
鬍子	n			cow-single
鬍鬚	n			cow-single
鬥志	n			cow-single
鬧鐘	n			cow-single
鬼	n			cow-single
鬼魂	n			cow-single
魅力	n			cow-single
魔力	n			cow-single
魔方	n			cow-single
魔法	n			cow-single
魔術	n			cow-single
魚	n			cow-single
魚排	n			cow-single
魯莽	n			cow-single
鮑	n			cow-single
鮑魚	n			cow-single
鮮	a			cow-single
鯊魚	n			cow-single
鯨魚	n			cow-single
鳥	n			cow-single
鳴	v			cow-single
鴨	n			cow-single
鴿子	n			cow-single
鷹	n			cow-single
鹼	n			cow-single
鹿	n			cow-single
麥	n			cow-single
麪包	n			cow-single
麪粉	n			cow-single
麻木	n			cow-single
麻醉	n			cow-single
麻醉藥	n			cow-single
黃昏	n			cow-single
黃色炸藥	n			cow-single
黃金分割	n			cow-single
黃金時代	n			cow-single
黎明	n			cow-single
黏合	v			cow-single
黏土	n			cow-single
黑暗	n			cow-single
黑板	n			cow-single
黑色	n			cow-single
默契	n			cow-single
默默無聞	n			cow-single
點心	n			cow-single
點滴	n			cow-single
點火開關	n			cow-single
點鐘	n			cow-single
點頭	v			cow-single
點頭哈腰	v			cow-single
黯淡	n			cow-single
黴菌毒素	n			cow-single
鼓勵	v			cow-single
鼠	n			cow-single
鼠標	n			cow-single
鼻子	n			cow-single
鼻血	n			cow-single
龍	n			cow-single
同	v,x			heuristic;p1
多	a,r			heuristic;p1
無	a,v,x			heuristic;p1
是	v,x			heuristic;p1
將	v,x			heuristic;p1
和	x			heuristic;p1
沒	r,x			heuristic;p1
此	x			heuristic;p1
還	r,x			heuristic;p1
十五	x			numeral;p1;heuristic
這個問題	n			len4-noun-heuristic;p1
有關部門	n			len4-noun-heuristic;p1
相信	n,v			cow-multi;p1
拉	n,v			cow-multi;p1
分	n,v			cow-multi;p1
接受	n,v			cow-multi;p1
賣	n,v			cow-multi;p1
驚訝	a,n			cow-multi;p1
同意	n,v			cow-multi;p1
關	a,v			cow-multi;p1
滿意	a,n			cow-multi;p1
承認	n,v			cow-multi;p1
期望	n,v			cow-multi;p1
迎接	n,v			cow-multi;p1
勝利	n,v			cow-multi;p1
尋找	n,v			cow-multi;p1
講完	v			verb-suffix;p1;heuristic
講過	v			verb-suffix;p1;heuristic
咗去	v			verb-suffix;p1;heuristic
咗好	v			verb-suffix;p1;heuristic
對住	v			verb-suffix;p1;heuristic
試下	v			verb-suffix;p1;heuristic
返起	v			verb-suffix;p1;heuristic
很好	v			verb-suffix;p1;heuristic
行過	v			verb-suffix;p1;heuristic
行去	v			verb-suffix;p1;heuristic
做過	v			verb-suffix;p1;heuristic
着住	v			verb-suffix;p1;heuristic
問下	v			verb-suffix;p1;heuristic
拖住	v			verb-suffix;p1;heuristic
做好	v			verb-suffix;p1;heuristic
忍住	v			verb-suffix;p1;heuristic
幾下	v			verb-suffix;p1;heuristic
食完	v			verb-suffix;p1;heuristic
圍住	v			verb-suffix;p1;heuristic
帶住	v			verb-suffix;p1;heuristic
問過	v			verb-suffix;p1;heuristic
去過	v			verb-suffix;p1;heuristic
寫住	v			verb-suffix;p1;heuristic
接過	v			verb-suffix;p1;heuristic
拉住	v			verb-suffix;p1;heuristic
越來	v			verb-suffix;p1;heuristic
食過	v			verb-suffix;p1;heuristic
傾下	v			verb-suffix;p1;heuristic
更好	v			verb-suffix;p1;heuristic
我去	v			verb-suffix;p1;heuristic
講好	v			verb-suffix;p1;heuristic
要去	v			verb-suffix;p1;heuristic
咗下	v			verb-suffix;p1;heuristic
求下	v			verb-suffix;p1;heuristic
不起	v			verb-suffix;p1;heuristic
聽住	v			verb-suffix;p1;heuristic
您好	v			verb-suffix;p1;heuristic
打過	v			verb-suffix;p1;heuristic
繞過	v			verb-suffix;p1;heuristic
我過	v			verb-suffix;p1;heuristic
行下	v			verb-suffix;p1;heuristic
話過	v			verb-suffix;p1;heuristic
一去	v			verb-suffix;p1;heuristic
返上	v			verb-suffix;p1;heuristic
看完	v			verb-suffix;p1;heuristic
難過	v			verb-suffix;p1;heuristic
含住	v			verb-suffix;p1;heuristic
臉上	v			verb-suffix;p1;heuristic
牀上	v			verb-suffix;p1;heuristic
多過	v			verb-suffix;p1;heuristic
被人	v		passive	prefix-passive;p1;heuristic
地	n			cow-single;p1
人	n			cow-single;p1
入	v			cow-single;p1
過	v			cow-single;p1
手	n			cow-single;p1
望	v			cow-single;p1
笑	v			cow-single;p1
買	v			cow-single;p1
問	v			cow-single;p1
頭	n			cow-single;p1
後	n			cow-single;p1
日	n			cow-single;p1
水	n			cow-single;p1
腳	n			cow-single;p1
前	a			cow-single;p1
高	v			cow-single;p1
成	v			cow-single;p1
學	v			cow-single;p1
依	a			cow-single;p1
送	v			cow-single;p1
教	v			cow-single;p1
名	n			cow-single;p1
唱	v			cow-single;p1
右	a			cow-single;p1
信	n			cow-single;p1
嫁	v			cow-single;p1
支	n			cow-single;p1
妹	n			cow-single;p1
火	n			cow-single;p1
裏	n			cow-single;p1
附近	n			cow-single;p1
肥	n			cow-single;p1
親	v			cow-single;p1
壞	a			cow-single;p1
感受	v			cow-single;p1
重	v			cow-single;p1
受	v			cow-single;p1
尾	n			cow-single;p1
天	n			cow-single;p1
夜	n			cow-single;p1
一般	n			cow-single;p1
西	n			cow-single;p1
熟悉	n			cow-single;p1
城	n			cow-single;p1
反	a			cow-single;p1
會見	v			cow-single;p1
惡	n			cow-single;p1
師	n			cow-single;p1
求	v			cow-single;p1
南	n			cow-single;p1
娘	n			cow-single;p1
贏	v			cow-single;p1
嚴重	n			cow-single;p1
陰	n			cow-single;p1
軍	n			cow-single;p1
東	n			cow-single;p1
兵	n			cow-single;p1
寂寞	n			cow-single;p1
忘	v			cow-single;p1
活	v			cow-single;p1
進	v			cow-single;p1
母	n			cow-single;p1
足	n			cow-single;p1
首	a			cow-single;p1
寒	a			cow-single;p1
沉重	v			cow-single;p1
北	n			cow-single;p1
反駁	v			cow-single;p1
曲	v			cow-single;p1
爹	n			cow-single;p1
朝	v			cow-single;p1
㗎	u			no-source;p1;fallback
左	u			no-source;p1;fallback
得	u			no-source;p1;fallback
先	u			no-source;p1;fallback
下	u			no-source;p1;fallback
搵	u			no-source;p1;fallback
大	u			no-source;p1;fallback
出	u			no-source;p1;fallback
快	u			no-source;p1;fallback
返	u			no-source;p1;fallback
、	u			no-source;p1;fallback
緊	u			no-source;p1;fallback
野	u			no-source;p1;fallback
吓	u			no-source;p1;fallback
行	u			no-source;p1;fallback
起	u			no-source;p1;fallback
小	u			no-source;p1;fallback
次	u			no-source;p1;fallback
回覆日期	u			no-source;p1;fallback
女	u			no-source;p1;fallback
晒	u			no-source;p1;fallback
俊俊	u			no-source;p1;fallback
張	u			no-source;p1;fallback
涼	u			no-source;p1;fallback
我同	u			no-source;p1;fallback
低	u			no-source;p1;fallback
芷純	u			no-source;p1;fallback
我講	u			no-source;p1;fallback
長	u			no-source;p1;fallback
都是	u			no-source;p1;fallback
車車	u			no-source;p1;fallback
小貞	u			no-source;p1;fallback
本	u			no-source;p1;fallback
我望	u			no-source;p1;fallback
細	u			no-source;p1;fallback
果	u			no-source;p1;fallback
我要	u			no-source;p1;fallback
我個	u			no-source;p1;fallback
姐	u			no-source;p1;fallback
我會	u			no-source;p1;fallback
有個	u			no-source;p1;fallback
謙謙	u			no-source;p1;fallback
男	u			no-source;p1;fallback
特別	u			no-source;p1;fallback
床	u			no-source;p1;fallback
很多	u			no-source;p1;fallback
皓臻	u			no-source;p1;fallback
記	u			no-source;p1;fallback
明	u			no-source;p1;fallback
一望	u			no-source;p1;fallback
也是	u			no-source;p1;fallback
生	u			no-source;p1;fallback
阿心	u			no-source;p1;fallback
舊	u			no-source;p1;fallback
我地	u			no-source;p1;fallback
三葉	u			no-source;p1;fallback
我問	u			no-source;p1;fallback
咗個	u			no-source;p1;fallback
的人	u			no-source;p1;fallback
一聲	u			no-source;p1;fallback
返到	u			no-source;p1;fallback
郁	u			no-source;p1;fallback
阿明	u			no-source;p1;fallback
溼	u			no-source;p1;fallback
番鹼	u			no-source;p1;fallback
我話	u			no-source;p1;fallback
你講	u			no-source;p1;fallback
方	u			no-source;p1;fallback
當我	u			no-source;p1;fallback
一句	u			no-source;p1;fallback
一種	u			no-source;p1;fallback
阿政	u			no-source;p1;fallback
我的	u			no-source;p1;fallback
一條	u			no-source;p1;fallback
遠	u			no-source;p1;fallback
個樣	u			no-source;p1;fallback
影	u			no-source;p1;fallback
我知	u			no-source;p1;fallback
你的	u			no-source;p1;fallback
嘅人	u			no-source;p1;fallback
變得	u			no-source;p1;fallback
詩音	u			no-source;p1;fallback
貓貓	u			no-source;p1;fallback
游	u			no-source;p1;fallback
講到	u			no-source;p1;fallback
好的	u			no-source;p1;fallback
鐘意	u			no-source;p1;fallback
內	u			no-source;p1;fallback
紅	u			no-source;p1;fallback
近	u			no-source;p1;fallback
我仲	u			no-source;p1;fallback
魔	u			no-source;p1;fallback
問我	u			no-source;p1;fallback
三個	u			no-source;p1;fallback
我點	u			no-source;p1;fallback
嘉琪	u			no-source;p1;fallback
檯	u			no-source;p1;fallback
一間	u			no-source;p1;fallback
中的	u			no-source;p1;fallback
交	u			no-source;p1;fallback
工	u			no-source;p1;fallback
准	u			no-source;p1;fallback
利利	u			no-source;p1;fallback
一件	u			no-source;p1;fallback
我用	u			no-source;p1;fallback
軒轅	u			no-source;p1;fallback
他的	u			no-source;p1;fallback
我將	u			no-source;p1;fallback
個頭	u			no-source;p1;fallback
阿文	u			no-source;p1;fallback
無事	u			no-source;p1;fallback
仆	u			no-source;p1;fallback
小熙	u			no-source;p1;fallback
雙	u			no-source;p1;fallback
行到	u			no-source;p1;fallback
今	u			no-source;p1;fallback
硬	u			no-source;p1;fallback
阿南	u			no-source;p1;fallback
嘅事	u			no-source;p1;fallback
深	u			no-source;p1;fallback
暖	u			no-source;p1;fallback
熟	u			no-source;p1;fallback
應	u			no-source;p1;fallback
急	u			no-source;p1;fallback
到了	u			no-source;p1;fallback
阿嘉	u			no-source;p1;fallback
讓我	u			no-source;p1;fallback
雪琪	u			no-source;p1;fallback
一笑	u			no-source;p1;fallback
去邊	u			no-source;p1;fallback
星華	u			no-source;p1;fallback
講得	u			no-source;p1;fallback
好了	u			no-source;p1;fallback
外	u			no-source;p1;fallback
時侯	u			no-source;p1;fallback
遲	u			no-source;p1;fallback
一年	u			no-source;p1;fallback
我是	u			no-source;p1;fallback
扑	u			no-source;p1;fallback
來說	u			no-source;p1;fallback
子	u			no-source;p1;fallback
阿晴	u			no-source;p1;fallback
一張	u			no-source;p1;fallback
我行	u			no-source;p1;fallback
宜家	u			no-source;p1;fallback
我也	u			no-source;p1;fallback
書書	u			no-source;p1;fallback
輸	u			no-source;p1;fallback
音	u			no-source;p1;fallback
也不	u			no-source;p1;fallback
也有	u			no-source;p1;fallback
𥄫	u			no-source;p1;fallback
嚇到	u			no-source;p1;fallback
天凡	u			no-source;p1;fallback
岩	u			no-source;p1;fallback
星儀	u			no-source;p1;fallback
一份	u			no-source;p1;fallback
都有	u			no-source;p1;fallback
無錯	u			no-source;p1;fallback
單	u			no-source;p1;fallback
寶萱	u			no-source;p1;fallback
我心	u			no-source;p1;fallback
一臉	u			no-source;p1;fallback
是個	u			no-source;p1;fallback
小柔	u			no-source;p1;fallback
輕	u			no-source;p1;fallback
上的	u			no-source;p1;fallback
先會	u			no-source;p1;fallback
小海	u			no-source;p1;fallback
文	u			no-source;p1;fallback
哈哈哈	u			no-source;p1;fallback
詩詩	u			no-source;p1;fallback
嘉浩	u			no-source;p1;fallback
幹嘛	u			no-source;p1;fallback
我先	u			no-source;p1;fallback
止	u			no-source;p1;fallback
呼	u			no-source;p1;fallback
一位	u			no-source;p1;fallback
令人	u			no-source;p1;fallback
那是	u			no-source;p1;fallback
清	u			no-source;p1;fallback
巨龍	u			no-source;p1;fallback
擡頭	u			no-source;p1;fallback
癡線	u			no-source;p1;fallback
銀茹	u			no-source;p1;fallback
我估	u			no-source;p1;fallback
阿銘	u			no-source;p1;fallback
好心	u			no-source;p1;fallback
因	u			no-source;p1;fallback
想點	u			no-source;p1;fallback
金零	u			no-source;p1;fallback
我就	u			no-source;p1;fallback
新的	u			no-source;p1;fallback
美	u			no-source;p1;fallback
讓人	u			no-source;p1;fallback
公	u			no-source;p1;fallback
麥當奴	u			no-source;p1;fallback
兒	u			no-source;p1;fallback
同個	u			no-source;p1;fallback
每個	u			no-source;p1;fallback
是啊	u			no-source;p1;fallback
看了	u			no-source;p1;fallback
量	u			no-source;p1;fallback
知點	u			no-source;p1;fallback
唔肯	u			no-source;p1;fallback
來了	u			no-source;p1;fallback
貴	u			no-source;p1;fallback
好痛	u			no-source;p1;fallback
肥龍	u			no-source;p1;fallback
不會	u			no-source;p1;fallback
小依	u			no-source;p1;fallback
兩條	u			no-source;p1;fallback
我忍	u			no-source;p1;fallback
森宿	u			no-source;p1;fallback
嵐嵐	u			no-source;p1;fallback
那就	u			no-source;p1;fallback
我想	u			no-source;p1;fallback
形	u			no-source;p1;fallback
講呢	u			no-source;p1;fallback
變到	u			no-source;p1;fallback
她的	u			no-source;p1;fallback
好快	u			no-source;p1;fallback
婆	u			no-source;p1;fallback
一見	u			no-source;p1;fallback
兩日	u			no-source;p1;fallback
神祕	u			no-source;p1;fallback
擡	u			no-source;p1;fallback
你是	u			no-source;p1;fallback
一晚	u			no-source;p1;fallback
阿詩	u			no-source;p1;fallback
去了	u			no-source;p1;fallback
好難	u			no-source;p1;fallback
講啦	u			no-source;p1;fallback
十年	u			no-source;p1;fallback
莎莎	u			no-source;p1;fallback
您的	u			no-source;p1;fallback
咗落	u			no-source;p1;fallback
白石鎮	u			no-source;p1;fallback
講返	u			no-source;p1;fallback
不乖	u			no-source;p1;fallback
你點	u			no-source;p1;fallback
兩位	u			no-source;p1;fallback
物	u			no-source;p1;fallback
弊	u			no-source;p1;fallback
我入	u			no-source;p1;fallback
好大	u			no-source;p1;fallback
返個	u			no-source;p1;fallback
咗嚟	u			no-source;p1;fallback
四個	u			no-source;p1;fallback
巨哥	u			no-source;p1;fallback
個陣	u			no-source;p1;fallback
地說	u			no-source;p1;fallback
阿龍	u			no-source;p1;fallback
的事	u			no-source;p1;fallback
是在	u			no-source;p1;fallback
林布	u			no-source;p1;fallback
過我	u			no-source;p1;fallback
也就	u			no-source;p1;fallback
放在	u			no-source;p1;fallback
一班	u			no-source;p1;fallback
我在	u			no-source;p1;fallback
讓你	u			no-source;p1;fallback
都在	u			no-source;p1;fallback
思哥	u			no-source;p1;fallback
眼訓	u			no-source;p1;fallback
阿洛	u			no-source;p1;fallback
周景臻	u			no-source;p1;fallback
想講	u			no-source;p1;fallback
地要	u			no-source;p1;fallback
條線	u			no-source;p1;fallback
講我	u			no-source;p1;fallback
都要	u			no-source;p1;fallback
成了	u			no-source;p1;fallback
蘭卡特	u			no-source;p1;fallback
又點	u			no-source;p1;fallback
耳邊	u			no-source;p1;fallback
話說	u			no-source;p1;fallback
也會	u			no-source;p1;fallback
我怕	u			no-source;p1;fallback
阿俊	u			no-source;p1;fallback
阿盈	u			no-source;p1;fallback
也要	u			no-source;p1;fallback
就像	u			no-source;p1;fallback
兩年	u			no-source;p1;fallback
太多	u			no-source;p1;fallback
沈澈	u			no-source;p1;fallback
都不	u			no-source;p1;fallback
我嗰	u			no-source;p1;fallback
我不	u			no-source;p1;fallback
張床	u			no-source;p1;fallback
香香	u			no-source;p1;fallback
人會	u			no-source;p1;fallback
幫到	u			no-source;p1;fallback
講咗句	u			no-source;p1;fallback
伏	u			no-source;p1;fallback
咳咳	u			no-source;p1;fallback
做了	u			no-source;p1;fallback
幫我	u			no-source;p1;fallback
對了	u			no-source;p1;fallback
一支	u			no-source;p1;fallback
將個	u			no-source;p1;fallback
靈風	u			no-source;p1;fallback
一拳	u			no-source;p1;fallback
