rank	head	essay_frequency	syn_tails	syn_neighbors
1565	松鼠	1334	1	灰鼠
1566	構思	1334	28	動腦筋,合計,尋味,尋思,心想
1567	款式	1334	7	式,式樣,形式,樣式,樣款
1568	殺傷力	1334	22	免疫力,判斷力,創造力,學力,影響力
1569	比如	1334	28	仍,以,以資,例如,依
1570	永別	1334	47	一命嗚呼,上西天,下世,亡,亡故
1571	求情	1334	6	緩頰,美言,討情,説情,説項
1572	消除	1334	42	免,免去,免掉,免除,剪除
1573	火花	1334	7	火柱,火焰,火舌,火苗,火頭
1574	照應	1334	16	前呼後應,呼應,對應,對號入座,招呼
1575	牽涉	1334	12	帶累,愛屋及烏,拉,拉扯,拖累
1576	王者	1334	27	上,主公,九五之尊,五帝,可汗
1577	瑞士	1334	156	不丹,中非共和國,丹麥,也門,亞美尼亞
1578	登場	1334	11	上,上台,上場,出台,出場
1579	發抖	1334	14	哆嗦,寒噤,寒戰,寒顫,戰慄
1580	白衣	1334	27	單衣,囚衣,壽衣,夾襖,婚紗
1581	直角	1334	17	交角,仰角,俯角,內角,同位角
1582	知己	1334	40	不分彼此,促膝,千絲萬縷,可親,如膠似漆
1583	短訊	1334	1	簡訊
1584	破綻	1334	17	千瘡百孔,尾巴,敗,敝,漏洞
1585	碰到	1334	13	撞,撞見,相見,相逢,相遇
1586	社長	1334	14	列車長,司務長,庭長,廠長,所長
1587	等同	1334	25	一,一如既往,一律,一模一樣,一樣
1588	累積	1334	8	攢,積,積攢,積澱,積累
1589	終審	1334	10	一審,二審,公審,原判,原審
1590	終究	1334	20	到底,到頭來,卒,好不容易,好容易
1591	絕技	1334	12	一技之長,兩下子,奇絕,專長,拿手好戲
1592	絕育	1334	1	晚育
1593	線條	1334	2	線,線段
1594	缺口	1334	2	裂口,豁口
1595	美人魚	1334	25	元魚,土鯪魚,帶魚,文昌魚,梭魚
1596	美食	1334	3	佳餚,珍饈,美味
1597	翌日	1334	7	明,明天,明日,明朝,次日
1598	聊天	1334	21	侃,侃侃,傾計,扯,拉
1599	聖誕樹	1334	26	七葉樹,冬青,月桂樹,木菠蘿,杉樹
1600	肉眼	1334	7	目,眸子,眼,眼眸,眼睛
